case  HV_EMS HV_GRPHEFT HV_HMBR HV_MOELS HV_MOHEFT HV_RSGA2 IGD_EMS IGD_GRPHEFT IGD_HMBR IGD_MOELS IGD_MOHEFT IGD_RSGA2 CM_EMS,EMS CM_EMS,GRPHEFT CM_EMS,HMBR CM_EMS,MOELS CM_EMS,MOHEFT CM_EMS,RSGA2 CM_GRPHEFT,EMS CM_GRPHEFT,GRPHEFT CM_GRPHEFT,HMBR CM_GRPHEFT,MOELS CM_GRPHEFT,MOHEFT CM_GRPHEFT,RSGA2 CM_HMBR,EMS CM_HMBR,GRPHEFT CM_HMBR,HMBR CM_HMBR,MOELS CM_HMBR,MOHEFT CM_HMBR,RSGA2 CM_MOELS,EMS CM_MOELS,GRPHEFT CM_MOELS,HMBR CM_MOELS,MOELS CM_MOELS,MOHEFT CM_MOELS,RSGA2 CM_MOHEFT,EMS CM_MOHEFT,GRPHEFT CM_MOHEFT,HMBR CM_MOHEFT,MOELS CM_MOHEFT,MOHEFT CM_MOHEFT,RSGA2 CM_RSGA2,EMS CM_RSGA2,GRPHEFT CM_RSGA2,HMBR CM_RSGA2,MOELS CM_RSGA2,MOHEFT CM_RSGA2,RSGA2
CyberShake_100_1.0  8913.668 8737.052 8990.504 9351.810 8692.575 9143.568 0.042 0.092 0.070 0.057 0.077 0.069 0.000 0.100 0.000 0.000 0.000 0.000 0.263 0.000 0.095 0.000 0.067 0.000 0.526 0.600 0.000 0.000 0.200 0.034 0.789 1.000 1.000 0.000 0.800 0.655 0.474 0.800 0.333 0.025 0.000 0.103 0.632 1.000 0.905 0.200 0.667 0.000
CyberShake_100_1.0  9774.843 9747.945 10084.090 10464.486 9677.819 10066.522 0.053 0.081 0.063 0.052 0.069 0.058 0.000 0.000 0.000 0.000 0.000 0.000 0.385 0.000 0.148 0.000 0.067 0.000 0.692 0.625 0.000 0.033 0.133 0.069 0.885 0.875 0.926 0.000 0.800 0.793 0.615 0.750 0.556 0.000 0.000 0.172 0.654 0.875 0.778 0.133 0.667 0.000
CyberShake_100_1.0  8463.111 8751.210 8983.299 9406.497 8675.256 9291.574 0.056 0.107 0.084 0.078 0.094 0.083 0.000 0.100 0.000 0.000 0.000 0.000 0.516 0.000 0.174 0.000 0.067 0.038 0.742 0.700 0.000 0.000 0.400 0.038 0.839 1.000 1.000 0.000 0.800 0.577 0.645 0.800 0.304 0.048 0.000 0.269 0.806 0.800 0.870 0.381 0.600 0.000
CyberShake_100_1.0  9793.014 10146.215 10395.854 10811.296 10119.228 11050.954 0.068 0.052 0.031 0.020 0.035 0.024 0.000 0.182 0.000 0.000 0.000 0.000 0.561 0.000 0.111 0.000 0.000 0.036 0.756 0.727 0.000 0.026 0.200 0.071 0.854 1.000 0.963 0.000 0.867 0.750 0.732 0.818 0.481 0.026 0.000 0.214 0.976 0.909 0.778 0.158 0.467 0.000
Epigenomics_24_1.0  362377.877 356457.245 358485.731 367062.973 347528.376 370620.282 0.010 0.049 0.027 0.009 0.031 0.000 0.000 0.000 0.647 0.273 0.923 0.000 0.081 0.000 0.412 0.182 0.615 0.040 0.027 0.000 0.000 0.000 0.615 0.000 0.378 0.000 0.765 0.000 0.923 0.020 0.027 0.000 0.176 0.061 0.000 0.000 0.946 0.333 0.941 0.848 1.000 0.000
Epigenomics_24_1.0  271762.320 263001.845 267146.543 273956.481 255402.206 277250.851 0.011 0.059 0.021 0.010 0.035 0.005 0.000 0.000 0.556 0.250 0.923 0.020 0.100 0.000 0.333 0.156 0.615 0.060 0.000 0.000 0.000 0.000 0.692 0.000 0.280 0.000 0.944 0.000 0.923 0.060 0.000 0.000 0.167 0.031 0.000 0.000 0.960 0.333 0.944 0.844 1.000 0.000
Epigenomics_24_1.0  266782.647 263001.845 267566.451 273667.294 255402.206 276895.555 0.021 0.047 0.022 0.007 0.034 0.002 0.000 0.000 0.353 0.250 0.692 0.040 0.171 0.000 0.353 0.219 0.615 0.060 0.229 0.000 0.000 0.000 0.615 0.000 0.543 0.000 0.882 0.000 1.000 0.020 0.171 0.000 0.118 0.000 0.000 0.000 0.914 0.000 1.000 0.781 1.000 0.000
Epigenomics_24_1.0  256505.721 263001.845 265146.872 273415.334 255402.206 277188.179 0.038 0.057 0.028 0.008 0.038 0.000 0.000 0.000 0.222 0.152 0.769 0.020 0.250 0.000 0.389 0.182 0.615 0.040 0.250 0.000 0.000 0.000 0.615 0.000 0.667 0.000 0.889 0.000 0.923 0.060 0.000 0.000 0.278 0.030 0.000 0.000 0.833 0.000 0.944 0.939 1.000 0.000
Epigenomics_24_1.0  274165.899 266016.536 272081.333 276853.889 258374.018 279990.642 0.012 0.058 0.019 0.009 0.036 0.001 0.000 0.000 0.409 0.206 0.846 0.041 0.160 0.000 0.273 0.176 0.615 0.000 0.140 0.000 0.000 0.000 0.769 0.000 0.400 0.000 0.955 0.000 0.923 0.041 0.100 0.000 0.136 0.059 0.000 0.000 0.920 0.333 1.000 0.882 1.000 0.000
Epigenomics_47_1.0  1376526.976 1384415.852 1427382.622 1468299.659 1364186.414 1466834.027 0.035 0.044 0.021 0.002 0.039 0.005 0.000 0.000 0.118 0.000 0.333 0.000 0.520 0.000 0.118 0.000 0.533 0.000 0.760 0.000 0.000 0.000 0.867 0.020 1.000 0.500 0.882 0.000 1.000 0.240 0.220 0.000 0.000 0.000 0.000 0.000 0.960 0.000 0.882 0.460 1.000 0.000
Epigenomics_47_1.0  1422035.789 1370430.037 1416362.101 1451315.528 1350344.229 1452499.080 0.016 0.044 0.016 0.007 0.042 0.006 0.000 0.000 0.222 0.080 1.000 0.000 0.286 0.000 0.111 0.020 0.533 0.000 0.333 0.000 0.000 0.000 0.867 0.000 0.714 0.500 0.944 0.000 1.000 0.180 0.000 0.000 0.000 0.000 0.000 0.000 0.905 0.500 0.833 0.580 1.000 0.000
Epigenomics_47_1.0  1699105.744 1637028.437 1669749.172 1703567.387 1592282.490 1709084.432 0.004 0.033 0.015 0.002 0.038 0.001 0.000 0.000 0.667 0.160 1.000 0.000 0.080 0.000 0.111 0.000 0.533 0.000 0.120 0.333 0.000 0.000 0.933 0.000 0.620 0.333 0.944 0.000 1.000 0.060 0.000 0.000 0.000 0.000 0.000 0.000 0.960 0.667 0.889 0.620 1.000 0.000
Epigenomics_47_1.0  1336202.412 1375091.975 1412189.803 1455313.769 1354958.291 1454401.527 0.044 0.041 0.023 0.007 0.041 0.006 0.000 0.000 0.133 0.020 0.067 0.000 0.700 0.000 0.067 0.000 0.533 0.000 0.700 0.000 0.000 0.020 0.733 0.020 0.980 0.500 0.933 0.000 1.000 0.080 0.760 0.000 0.000 0.000 0.000 0.000 0.940 0.500 0.800 0.560 1.000 0.000
Epigenomics_47_1.0  1769687.074 1715620.090 1748720.641 1783991.217 1667560.967 1783968.700 0.007 0.037 0.018 0.002 0.038 0.003 0.000 0.000 0.412 0.080 1.000 0.000 0.140 0.000 0.059 0.000 0.533 0.000 0.160 0.333 0.000 0.020 0.933 0.000 0.840 0.667 0.941 0.000 1.000 0.100 0.000 0.000 0.000 0.000 0.000 0.000 0.960 0.667 0.941 0.700 1.000 0.000
Epigenomics_100_1.0  134999112.583 134367949.849 135980945.830 137020766.615 127424051.664 137062564.578 0.026 0.042 0.017 0.007 0.051 0.002 0.000 0.000 0.250 0.200 0.950 0.040 0.060 0.000 0.150 0.020 0.900 0.040 0.000 0.000 0.000 0.040 0.950 0.020 0.220 0.000 0.600 0.000 1.000 0.280 0.040 0.000 0.050 0.000 0.000 0.000 0.480 0.000 0.550 0.400 1.000 0.000
Epigenomics_100_1.0  134869157.615 134367949.849 135405781.852 137010321.515 127424051.664 137094745.660 0.031 0.037 0.015 0.006 0.048 0.001 0.000 0.000 0.280 0.220 0.950 0.000 0.040 0.000 0.120 0.040 0.900 0.040 0.000 0.000 0.000 0.040 0.950 0.020 0.320 0.000 0.680 0.000 0.950 0.160 0.060 0.000 0.040 0.000 0.000 0.000 0.740 0.000 0.560 0.420 1.000 0.000
Epigenomics_100_1.0  134498379.787 134367949.849 136134583.150 137017779.251 127424051.664 137110854.276 0.020 0.041 0.017 0.005 0.046 0.001 0.000 0.000 0.150 0.040 0.950 0.000 0.140 0.000 0.100 0.020 0.900 0.040 0.280 0.000 0.000 0.060 0.950 0.060 0.960 0.000 0.600 0.000 0.950 0.200 0.220 0.000 0.050 0.000 0.000 0.000 1.000 0.000 0.550 0.360 1.000 0.000
Epigenomics_100_1.0  134686887.064 134367949.849 135896855.677 136952109.654 127424051.664 137098688.507 0.035 0.039 0.012 0.004 0.046 0.001 0.000 0.000 0.200 0.140 0.950 0.000 0.120 0.000 0.100 0.020 0.900 0.060 0.140 0.000 0.000 0.060 0.950 0.020 0.680 0.000 0.700 0.000 0.950 0.200 0.080 0.000 0.050 0.000 0.000 0.000 0.920 0.000 0.600 0.560 1.000 0.000
Epigenomics_100_1.0  134802915.028 134367949.849 135805476.689 136984561.381 127424051.664 137080937.710 0.027 0.043 0.014 0.004 0.046 0.001 0.000 0.000 0.227 0.260 0.950 0.120 0.060 0.000 0.091 0.020 0.900 0.040 0.100 0.000 0.000 0.040 0.950 0.040 0.440 0.000 0.773 0.000 0.950 0.220 0.160 0.000 0.045 0.000 0.000 0.000 0.680 0.500 0.636 0.520 1.000 0.000
Inspiral_30_1.0  60011.936 39555.966 62165.877 64239.408 60317.625 64283.755 0.042 0.150 0.033 0.013 0.064 0.029 0.000 0.500 0.043 0.000 0.077 0.000 0.031 0.000 0.000 0.000 0.000 0.000 0.781 1.000 0.000 0.000 0.692 0.000 0.938 1.000 0.870 0.000 1.000 0.020 0.438 1.000 0.000 0.000 0.000 0.000 0.906 1.000 1.000 0.900 1.000 0.000
Inspiral_30_1.0  56438.098 34232.661 58236.959 60313.952 56267.151 60810.300 0.045 0.138 0.034 0.011 0.047 0.005 0.000 1.000 0.000 0.020 0.231 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.875 1.000 0.000 0.000 0.769 0.000 0.938 1.000 0.810 0.000 1.000 0.061 0.469 1.000 0.000 0.000 0.000 0.000 0.969 1.000 1.000 0.860 1.000 0.000
Inspiral_30_1.0  55600.661 34004.423 57987.653 59910.644 55926.359 59957.877 0.045 0.142 0.028 0.015 0.050 0.020 0.000 1.000 0.037 0.020 0.154 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.824 1.000 0.000 0.000 0.769 0.000 0.941 1.000 0.741 0.000 1.000 0.080 0.647 1.000 0.000 0.000 0.000 0.000 0.912 1.000 1.000 0.880 1.000 0.000
Inspiral_30_1.0  69996.280 45425.530 72572.004 74554.752 70532.591 74666.380 0.046 0.155 0.044 0.008 0.056 0.027 0.000 1.000 0.000 0.061 0.154 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.884 1.000 0.000 0.000 0.769 0.000 0.930 1.000 0.909 0.000 1.000 0.120 0.674 1.000 0.000 0.000 0.000 0.000 0.907 1.000 1.000 0.796 1.000 0.000
Inspiral_30_1.0  52666.198 33654.270 56087.286 57820.366 54102.708 57408.573 0.052 0.154 0.031 0.019 0.049 0.018 0.000 0.500 0.000 0.000 0.077 0.000 0.040 0.000 0.000 0.000 0.000 0.000 0.920 1.000 0.000 0.000 0.769 0.000 0.980 1.000 0.923 0.000 1.000 0.040 0.700 1.000 0.038 0.000 0.000 0.000 0.920 1.000 0.962 0.860 1.000 0.000
Inspiral_50_1.0  175515.914 106933.609 181582.856 188574.054 180099.927 188956.301 0.044 0.137 0.024 0.005 0.045 0.027 0.000 1.000 0.100 0.020 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.833 1.000 0.000 0.000 0.267 0.000 0.958 1.000 0.900 0.000 1.000 0.100 0.896 1.000 0.233 0.000 0.000 0.000 0.958 1.000 1.000 0.780 1.000 0.000
Inspiral_50_1.0  169283.914 104384.602 176122.796 182271.998 174512.056 184074.345 0.053 0.112 0.022 0.010 0.023 0.000 0.000 1.000 0.080 0.080 0.067 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.821 1.000 0.000 0.000 0.333 0.000 0.893 1.000 0.840 0.000 0.933 0.040 0.786 1.000 0.200 0.000 0.000 0.000 1.000 1.000 1.000 0.840 1.000 0.000
Inspiral_50_1.0  157251.352 95030.275 161062.764 167363.874 159550.018 167918.798 0.040 0.123 0.029 0.008 0.026 0.005 0.000 1.000 0.071 0.040 0.267 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.828 1.000 0.000 0.000 0.267 0.000 0.931 1.000 0.893 0.000 0.933 0.100 0.724 1.000 0.214 0.000 0.000 0.000 0.966 1.000 1.000 0.760 1.000 0.000
Inspiral_50_1.0  192094.795 131077.454 197921.532 203949.759 194994.581 204967.239 0.037 0.125 0.024 0.011 0.036 0.007 0.000 0.500 0.065 0.040 0.267 0.020 0.000 0.000 0.000 0.000 0.000 0.000 0.820 1.000 0.000 0.000 0.267 0.000 0.960 1.000 0.871 0.000 1.000 0.100 0.700 0.500 0.194 0.000 0.000 0.000 0.960 1.000 1.000 0.860 1.000 0.000
Inspiral_50_1.0  190231.148 123547.456 202970.303 209979.167 200994.774 210788.356 0.066 0.122 0.026 0.007 0.026 0.002 0.000 1.000 0.107 0.040 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.806 1.000 0.000 0.000 0.267 0.000 0.935 1.000 0.821 0.000 0.933 0.180 0.839 1.000 0.214 0.000 0.000 0.000 1.000 1.000 1.000 0.700 0.933 0.000
Inspiral_100_1.0  708197.229 467062.726 711109.499 735719.606 715896.789 740633.779 0.032 0.128 0.022 0.008 0.053 0.026 0.000 0.500 0.067 0.100 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.673 1.000 0.000 0.000 0.750 0.000 0.918 1.000 0.800 0.000 1.000 0.280 0.837 0.500 0.067 0.000 0.000 0.000 0.959 1.000 1.000 0.680 1.000 0.000
Inspiral_100_1.0  741862.198 495643.190 739998.768 767046.321 744396.671 769687.638 0.026 0.113 0.024 0.018 0.043 0.013 0.000 0.500 0.033 0.040 0.100 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.660 1.000 0.000 0.000 0.650 0.000 0.940 1.000 0.833 0.000 1.000 0.360 0.740 0.500 0.033 0.000 0.000 0.000 0.980 1.000 1.000 0.540 1.000 0.000
Inspiral_100_1.0  681911.074 440967.520 687712.639 710159.983 689875.157 715029.441 0.038 0.111 0.024 0.013 0.042 0.008 0.000 0.500 0.032 0.020 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.560 1.000 0.000 0.020 0.750 0.000 0.940 1.000 0.774 0.000 1.000 0.080 0.860 0.500 0.032 0.000 0.000 0.000 0.980 1.000 1.000 0.620 1.000 0.000
Inspiral_100_1.0  672844.587 440967.520 685020.293 708157.299 689875.157 714748.805 0.046 0.126 0.018 0.009 0.055 0.025 0.000 0.500 0.074 0.060 0.050 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.651 1.000 0.000 0.000 0.800 0.000 0.884 1.000 0.778 0.000 1.000 0.160 0.767 0.500 0.037 0.000 0.000 0.000 0.953 1.000 1.000 0.780 1.000 0.000
Inspiral_100_1.0  702911.197 457121.695 702527.665 725284.726 705983.786 729773.564 0.027 0.125 0.027 0.010 0.052 0.030 0.000 0.500 0.069 0.100 0.100 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.620 1.000 0.000 0.000 0.800 0.000 0.900 1.000 0.793 0.000 1.000 0.020 0.740 0.500 0.034 0.000 0.000 0.000 0.940 1.000 1.000 0.820 1.000 0.000
Montage_25_1.0  1785.198 1700.528 1773.391 1802.646 1746.271 1808.986 0.019 0.059 0.038 0.018 0.078 0.005 0.000 0.000 0.333 0.077 0.100 0.000 0.727 0.000 0.222 0.038 0.600 0.107 0.667 0.385 0.000 0.038 0.500 0.071 0.909 0.923 0.889 0.000 1.000 0.607 0.576 0.077 0.278 0.000 0.000 0.107 0.879 0.769 0.778 0.192 0.800 0.000
Montage_25_1.0  1063.203 1023.860 1071.159 1079.225 1047.714 1085.940 0.043 0.064 0.049 0.010 0.094 0.004 0.000 0.000 0.154 0.091 0.100 0.038 0.667 0.000 0.308 0.045 0.600 0.038 0.567 0.154 0.000 0.045 0.500 0.038 0.867 0.846 0.923 0.000 0.900 0.654 0.567 0.077 0.308 0.045 0.000 0.038 0.933 0.769 0.923 0.136 0.800 0.000
Montage_25_1.0  1782.654 1700.528 1772.431 1794.957 1746.271 1808.649 0.030 0.044 0.025 0.022 0.072 0.005 0.000 0.000 0.333 0.043 0.000 0.033 0.645 0.000 0.222 0.087 0.600 0.200 0.548 0.231 0.000 0.043 0.500 0.033 0.806 0.846 0.944 0.000 0.900 0.600 0.548 0.077 0.222 0.043 0.000 0.233 0.839 0.615 0.778 0.304 0.700 0.000
Montage_25_1.0  1782.326 1700.528 1782.306 1797.941 1746.271 1809.673 0.030 0.053 0.050 0.032 0.081 0.002 0.000 0.000 0.286 0.043 0.000 0.034 0.636 0.000 0.286 0.043 0.600 0.069 0.545 0.154 0.000 0.000 0.500 0.000 0.909 0.923 0.929 0.000 0.900 0.448 0.606 0.077 0.286 0.043 0.000 0.034 0.970 0.769 0.857 0.348 0.900 0.000
Montage_25_1.0  1787.645 1700.528 1782.251 1798.389 1746.271 1797.460 0.023 0.063 0.045 0.038 0.090 0.010 0.000 0.000 0.267 0.130 0.100 0.143 0.633 0.000 0.267 0.000 0.600 0.179 0.600 0.231 0.000 0.043 0.500 0.071 0.900 0.923 0.933 0.000 1.000 0.893 0.600 0.077 0.333 0.000 0.000 0.250 0.767 0.615 0.733 0.087 0.700 0.000
Montage_50_1.0  13230.362 13094.845 13276.049 13383.005 13157.992 13419.829 0.026 0.044 0.041 0.017 0.055 0.006 0.000 0.000 0.138 0.020 0.000 0.000 0.860 0.000 0.517 0.200 0.733 0.180 0.820 0.156 0.000 0.020 0.400 0.000 0.940 0.562 0.931 0.000 0.933 0.460 0.740 0.000 0.207 0.020 0.000 0.000 0.980 0.469 0.759 0.280 1.000 0.000
Montage_50_1.0  13183.338 13094.845 13295.112 13378.592 13157.992 13430.782 0.027 0.037 0.032 0.015 0.051 0.006 0.000 0.000 0.121 0.000 0.000 0.000 0.820 0.000 0.485 0.160 0.733 0.200 0.840 0.156 0.000 0.060 0.400 0.020 0.940 0.500 0.879 0.000 0.933 0.480 0.720 0.000 0.273 0.020 0.000 0.020 1.000 0.469 0.818 0.320 0.933 0.000
Montage_50_1.0  13218.146 13094.845 13280.882 13379.274 13157.992 13406.213 0.026 0.043 0.038 0.022 0.052 0.011 0.000 0.000 0.069 0.040 0.000 0.000 0.840 0.000 0.414 0.240 0.733 0.420 0.800 0.156 0.000 0.100 0.467 0.060 0.860 0.500 0.759 0.000 0.867 0.540 0.720 0.000 0.207 0.020 0.000 0.020 0.980 0.312 0.586 0.260 0.933 0.000
Montage_50_1.0  13221.081 13095.515 13280.175 13352.200 13157.992 13454.741 0.027 0.034 0.043 0.014 0.051 0.003 0.000 0.000 0.103 0.060 0.000 0.000 0.820 0.000 0.586 0.360 0.733 0.120 0.760 0.125 0.000 0.100 0.467 0.020 0.840 0.281 0.655 0.000 0.800 0.200 0.740 0.000 0.172 0.100 0.000 0.000 1.000 0.375 0.793 0.540 0.933 0.000
Montage_50_1.0  13225.909 13094.845 13282.811 13391.557 13157.992 13411.607 0.025 0.035 0.034 0.010 0.042 0.012 0.000 0.000 0.107 0.000 0.000 0.000 0.880 0.000 0.500 0.140 0.733 0.360 0.800 0.125 0.000 0.020 0.400 0.040 0.960 0.594 0.929 0.000 0.933 0.560 0.740 0.000 0.143 0.020 0.000 0.020 0.980 0.344 0.750 0.140 0.933 0.000
Montage_100_1.0  63368.007 61717.913 63729.037 63951.131 63492.644 64360.533 0.021 0.017 0.036 0.009 0.104 0.005 0.000 0.015 0.037 0.020 0.000 0.000 0.760 0.000 0.370 0.720 0.750 0.480 0.860 0.030 0.000 0.220 0.650 0.100 0.920 0.091 0.593 0.000 0.950 0.180 0.640 0.000 0.111 0.000 0.000 0.000 1.000 0.152 0.630 0.500 0.950 0.000
Montage_100_1.0  63518.994 62005.924 63712.467 63898.114 63492.644 64310.928 0.018 0.035 0.043 0.016 0.111 0.006 0.000 0.000 0.042 0.020 0.050 0.000 0.800 0.000 0.417 0.760 0.750 0.460 0.780 0.030 0.000 0.240 0.650 0.060 0.920 0.030 0.417 0.000 0.800 0.120 0.620 0.000 0.167 0.000 0.000 0.000 0.980 0.076 0.417 0.520 1.000 0.000
Montage_100_1.0  63438.849 62005.924 63702.178 63936.368 63492.644 64347.268 0.023 0.027 0.036 0.046 0.106 0.006 0.000 0.000 0.037 0.020 0.050 0.000 0.820 0.000 0.481 0.580 0.750 0.540 0.820 0.030 0.000 0.080 0.600 0.080 0.700 0.091 0.556 0.000 0.900 0.300 0.640 0.000 0.185 0.020 0.000 0.000 1.000 0.091 0.630 0.220 0.900 0.000
Montage_100_1.0  63456.205 62005.924 63729.517 63941.467 63492.644 64279.450 0.024 0.045 0.050 0.017 0.111 0.005 0.000 0.000 0.036 0.040 0.050 0.000 0.800 0.000 0.429 0.740 0.750 0.400 0.820 0.030 0.000 0.320 0.650 0.040 0.880 0.030 0.429 0.000 0.800 0.080 0.640 0.000 0.143 0.020 0.000 0.020 1.000 0.136 0.571 0.620 0.950 0.000
Montage_100_1.0  63392.861 62005.924 63721.112 63923.013 63492.644 64350.517 0.024 0.040 0.040 0.018 0.098 0.005 0.000 0.000 0.037 0.020 0.050 0.000 0.780 0.000 0.481 0.620 0.750 0.400 0.820 0.030 0.000 0.160 0.700 0.100 0.900 0.121 0.556 0.000 0.850 0.280 0.620 0.000 0.111 0.000 0.000 0.040 1.000 0.212 0.630 0.420 0.900 0.000
